FOR SIMULATION USE ONLY,,,,,
,Time now 00:50Z,New e-CIDS Entry,Fire Progress Report,Pre-Incident Guidelines,
,Input a postal →,,,,
,,,,,
,,,,,
,,,,,
,Insert custom box →,,,,
,Input a ProQA code →,,,,
,,,,,
,,,,,
,,,,,
,Pre-Incident Guideline:,#N/A,,,
,,#VALUE!,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Postal,242,, is in District ,2
,,,,,
,Jurisdiction:,HA [1:3C 2: S: O:],,,BOX: 2-8
,The running order is:,"2,9,4,3,11,7,10,6,1,8,5,12",,,
,Insert custom box →,,Hydranted,,TRUE
,Determinant Code,27D02G, receives a(n) ,SHOT|w/PD|ALS2 / AL2D response.,
,,,,,
,Recommendation [1E+1M+1EMSO]:,E002 M002 S001 [PD] [27D02G],,,
,,,,"DETERMINANT CODE: 27D02G
BOX: 2-8
LOCATION: 242
CROSS:  TO 
RESPONSE: SHOT|w/PD|ALS2 / AL2D
REC: E002 M002 S001 [PD] [27D02G]
DSP: 
PROBLEM: (SHOOTING W/ PD, ALS2)",
,,,,,
,Engines in order:,E002 E001 E012 E020 1ALM	E021 E022 E023 E024 2ALM	E025 E026 E027 E201 3ALM	E220 E221 E222 E223 4ALM	E224 E225 E226 E227 5ALM	QNT22 QNT23,,,
,Trucks in order:,T001 T020 L021 QNT22 QNT23 TL024 L027 T220 T221 L224,,,
,Rescue/Squads in order:,R020 R021 R022 R023 R024 R026 R027 R220 R221 R222 R223 R224 R226 R227,,,
,Tankers in order:,TNK02 TNK01 TNK20 TNK21 TNK22 TNK23 TNK24 TNK25 TNK26 TNK27,,,
,EMS Transports in order:,M002 M001 M020 M021 M022 M023 M024 M025 M026 M027 M201 M220 M221 M222 M223 M224 M225 M226 M227 ARCHER AMR A002 A001 A020 A021 A022 A023 A024 A025 A026 A027 A201 A220 A221 A222 A223 AMR,,,
,DSO Units in order:,HM20 HM21 HM22 HM23 HM24 HM27 USAR20 UK902 K920 US02 UU01 UU20 UTV02 ATV02 UTV01 ATV01 FC20 SW01 MARRES01 SW20 SW21 SW22 SW23 MARSUP02 DIVE01 MARSUP01 DIVE20 DIVE21 DIVE22 DIVE23 GUARDIAN02 MARINE20 MARINE21 MARINE22 MARINE23 RB20 RB21 RB22 RB23 BWDS20 BWDS21 BWDS22 BWDS23 AIR23 AIR25 AIR26 AIR31 AIR33 AIR34 AIR51 AIR52,,,
FOR SIMULATION USE ONLY,,,,,
