,26,26,26,26,26,,17655,17655,17655,17655,17655
,100,,,,,,,,,,
,get_postals_1,fid_1,nearest_postal_1,street_name_1,postal_number_1,,get_postals_2,fid_2,nearest_postal_2,street_name_2,postal_number_2
,0,0,,,,,1,46185,40,0040,0040
,0,0,,,,,1,46177,125,0125,0125
,0,0,,,,,1,47604,200,0200,0200
,0,0,,,,,1,47603,201,0201,0201
,0,0,,,,,1,47601,213,0213,0213
,0,0,,,,,1,47595,257,0257,0257
,0,0,,,,,1,47596,257,0257,0257
,0,0,,,,,1,47593,266,0266,0266
,0,0,,,,,1,47594,266,0266,0266
,0,0,,,,,1,47597,876,0876,0876
,0,0,,,,,1,47387,877,0877,0877
,0,0,,,,,1,47592,877,0877,0877
,0,0,,,,,1,47591,880,0880,0880
,0,0,,,,,1,47386,880,0880,0880
,0,0,,,,,1,47590,883,0883,0883
,0,0,,,,,1,47390,883,0883,0883
,0,0,,,,,1,47391,883,0883,0883
,0,0,,,,,1,47598,890,0890,0890
,0,0,,,,,1,47599,891,0891,0891
,0,0,,,,,1,47389,898,0898,0898
,0,0,,,,,1,47388,898,0898,0898
,0,0,,,,,1,47600,903,0903,0903
,0,0,,,,,1,47484,1000,1000,1000
,0,0,,,,,1,47483,1000,1000,1000
,0,0,,,,,1,48521,1000,1000,1000
,0,0,,,,,1,48520,1001,1001,1001
,0,0,,,,,1,47482,1001,1001,1001
,0,0,,,,,1,48519,1002,1002,1002
,0,0,,,,,1,47485,1003,1003,1003
,0,0,,,,,1,47486,1003,1003,1003
,0,0,,,,,1,47488,1003,1003,1003
,0,0,,,,,1,48518,1003,1003,1003
,0,0,,,,,1,47480,1003,1003,1003
,0,0,,,,,1,47481,1003,1003,1003
,0,0,,,,,1,47487,1004,1004,1004
,0,0,,,,,1,48517,1004,1004,1004
,0,0,,,,,1,47476,1004,1004,1004
,0,0,,,,,1,47477,1004,1004,1004
,0,0,,,,,1,47478,1004,1004,1004
,0,0,,,,,1,47479,1004,1004,1004
,0,0,,,,,1,48516,1005,1005,1005
,0,0,,,,,1,47471,1005,1005,1005
,0,0,,,,,1,47472,1005,1005,1005
,0,0,,,,,1,47473,1005,1005,1005
,0,0,,,,,1,47474,1005,1005,1005
,0,0,,,,,1,47475,1005,1005,1005
,0,0,,,,,1,47470,1006,1006,1006
,0,0,,,,,1,48515,1006,1006,1006
,0,0,,,,,1,48513,1007,1007,1007
,0,0,,,,,1,47464,1007,1007,1007
,0,0,,,,,1,48514,1008,1008,1008
,0,0,,,,,1,47465,1008,1008,1008
,0,0,,,,,1,47463,1009,1009,1009
,0,0,,,,,1,48495,1009,1009,1009
,0,0,,,,,1,47440,1009,1009,1009
,0,0,,,,,1,47441,1009,1009,1009
,0,0,,,,,1,48496,1010,1010,1010
,0,0,,,,,1,47437,1010,1010,1010
,0,0,,,,,1,47438,1010,1010,1010
,0,0,,,,,1,48500,1011,1011,1011
,0,0,,,,,1,47417,1011,1011,1011
,0,0,,,,,1,47422,1011,1011,1011
,0,0,,,,,1,47423,1011,1011,1011
,0,0,,,,,1,47424,1011,1011,1011
,0,0,,,,,1,47425,1011,1011,1011
,0,0,,,,,1,47426,1011,1011,1011
,0,0,,,,,1,47427,1011,1011,1011
,0,0,,,,,1,47428,1011,1011,1011
,0,0,,,,,1,47400,1011,[C],[C]
,0,0,,,,,1,48501,1012,1012,1012
,0,0,,,,,1,48502,1013,1013,1013
,0,0,,,,,1,47411,1013,1013,1013
,0,0,,,,,1,47413,1013,1013,1013
,0,0,,,,,1,47414,1013,1013,1013
,0,0,,,,,1,48503,1014,1014,1014
,0,0,,,,,1,47419,1014,1014,1014
,0,0,,,,,1,48504,1015,1015,1015
,0,0,,,,,1,47409,1015,1015,1015
,0,0,,,,,1,48505,1016,1016,1016
,0,0,,,,,1,47410,1016,1016,1016
,0,0,,,,,1,47412,1016,1016,1016
,0,0,,,,,1,47415,1016,1016,1016
,0,0,,,,,1,47416,1016,1016,1016
,0,0,,,,,1,48499,1017,1017,1017
,0,0,,,,,1,47429,1017,1017,1017
,0,0,,,,,1,47430,1017,1017,1017
,0,0,,,,,1,48497,1018,1018,1018
,0,0,,,,,1,47439,1018,1018,1018
,0,0,,,,,1,47442,1018,1018,1018
,0,0,,,,,1,47443,1018,1018,1018
,0,0,,,,,1,47444,1018,1018,1018
,0,0,,,,,1,47457,1018,1018,1018
,0,0,,,,,1,47461,1018,1018,1018
,0,0,,,,,1,48498,1019,1019,1019
,0,0,,,,,1,47452,1019,1019,1019
,0,0,,,,,1,47453,1019,1019,1019
,0,0,,,,,1,47454,1019,1019,1019
